ship_name,upgrade_name,frequency
MC80 Command Cruiser (102),Engineering Captain (6),2
MC80 Command Cruiser (102),Veteran Captain (2),7
MC80 Command Cruiser (102),Intel Officer (7),6
MC80 Command Cruiser (102),Dual Turbolaser Turrets (4),15
MC80 Command Cruiser (102),Ion Cannon Batteries (5),2
MC80 Command Cruiser (102),Point-Defense Reroute (5),3
MC80 Command Cruiser (102),Redundant Shields (8),8
MC80 Command Cruiser (102),Skilled First Officer (1),3
MC80 Command Cruiser (102),Kyrsta Agate (5),5
MC80 Command Cruiser (102),Adar Tallon (10),15
MC80 Command Cruiser (102),SW-7 Ion Batteries (5),20
MC80 Command Cruiser (102),Quad Turbolaser Cannons (10),3
MC80 Command Cruiser (102),Linked Turbolaser Towers (7),6
MC80 Command Cruiser (102),Flight Commander (3),11
MC80 Command Cruiser (102),High-Capacity Ion Turbines (6),5
MC80 Command Cruiser (102),Reserve Hangar Deck (4),2
MC80 Command Cruiser (102),Damage Control Officer (3),2
MC80 Command Cruiser (102),Medical Team (1),4
MC80 Command Cruiser (102),Ezra Bridger (3),3
MC80 Command Cruiser (102),Slaved Turrets (6),2
MC80 Command Cruiser (102),Wing Commander (6),4
MC80 Command Cruiser (102),Nav Team (4),4
MC80 Command Cruiser (102),Support Officer (2),1
MC80 Command Cruiser (102),Proximity Mines (4),3
Quasar Fire II (61),Flight Controllers (6),490
Quasar Fire II (61),Boosted Comms (4),400
Quasar Fire II (61),Admiral Chiraneau (10),68
Quasar Fire II (61),Instructor Goran (7),30
Quasar Fire II (61),Gunnery Chief Varnillian (6),6
Quasar Fire II (61),Rapid Launch Bays (6),12
Quasar Fire II (61),Ruthless Strategists (4),313
Quasar Fire II (61),Stronghold (5)!,98
Quasar Fire II (61),Emperor Palpatine (3),25
Quasar Fire II (61),Pursuant (2),113
Quasar Fire II (61),Stronghold (3),10
Quasar Fire II (61),Commander Woldar (4),14
Quasar Fire II (61),Agent Kallus (3),104
Quasar Fire II (61),Fire-Control Team (2),3
Quasar Fire II (61),Boarding Troopers (3),57
Quasar Fire II (61),Taskmaster Grint (5),44
Quasar Fire II (61),Expanded Hangar Bay (5),94
Quasar Fire II (61),Squall (3)!,180
Quasar Fire II (61),Skilled First Officer (1),15
Quasar Fire II (61),Squall (7),7
Quasar Fire II (61),Gunnery Team (7),28
Quasar Fire II (61),Admiral Titus (2),9
Quasar Fire II (61),Flight Commander (3),68
Quasar Fire II (61),Hondo Ohnaka (2),5
Quasar Fire II (61),Point-Defense Reroute (5),3
Quasar Fire II (61),Disposable Capacitors (3),5
Quasar Fire II (61),Engineering Captain (6),1
Quasar Fire II (61),Reserve Hangar Deck (3)!,27
Quasar Fire II (61),Veteran Gunners (5),24
Quasar Fire II (61),Wing Commander (6),12
Quasar Fire II (61),Commander Gherant (2),3
Quasar Fire II (61),Commander Beck (3),1
Quasar Fire II (61),Minister Tua (2),22
Quasar Fire II (61),Reinforced Blast Doors (5),2
Quasar Fire II (61),The Grand Inquisitor (4),2
Quasar Fire II (61),Local Fire Control (4),5
Quasar Fire II (61),Sensor Team (5),1
Quasar Fire II (61),Quad Laser Turrets (5),4
Quasar Fire II (61),Darth Vader (1)!,3
Quasar Fire II (61),Boarding Engineers (2),3
Quasar Fire II (61),Weapons Battery Techs (5)!,4
Quasar Fire II (61),Electronic Countermeasures (7),9
Quasar Fire II (61),Admiral Ozzel (20),13
Quasar Fire II (61),Early Warning System (7),6
Quasar Fire II (61),Wulff Yularen (7),5
Quasar Fire II (61),Intel Officer (7),5
Quasar Fire II (61),Iden Versio (6),3
Quasar Fire II (61),Veteran Captain (3)!,3
Quasar Fire II (61),Captain Brunson (9),2
Quasar Fire II (61),Phylon Q7 Tractor Beams (6),1
Quasar Fire II (61),Lira Wessex (2),2
Quasar Fire II (61),General Romodi (20)!,1
Quasar Fire II (61),Commander Vanto (7),2
Quasar Fire II (61),Advanced Transponder Net (5),2
Quasar Fire II (61),Advanced Projectors (6),4
Quasar Fire II (61),Weapons Liaison (3),1
Quasar Fire II (61),Damage Control Officer (5)!,1
Quasar Fire II (61),Captain Needa (2),1
Quasar Fire II (61),Admiral Ozzel (2),2
Quasar Fire II (61),Darth Vader (3),2
Quasar Fire II (61),Director Krennic (8),1
Quasar Fire II (61),Governor Pryce (6),1
Quasar Fire II (61),Admiral Montferrat (5),1
Quasar Fire II (61),Redundant Shields (8),1
Quasar Fire II (61),Director Isard (3),1
Quasar Fire II (61),Flag Bridge (0),1
Quasar Fire II (61),Shields to Maximum! (6),1
Quasar Fire II (61),Reeva Demesne (4),1
Victory II (80),Minister Tua (2),79
Victory II (80),Overload Pulse (6),32
Victory II (80),Electronic Countermeasures (7),72
Victory II (80),Taskmaster Grint (5),9
Victory II (80),Gunnery Team (7),266
Victory II (80),Disposable Capacitors (3),442
Victory II (80),Linked Turbolaser Towers (7),9
Victory II (80),MS-1 Ion Cannons (2),8
Victory II (80),Hondo Ohnaka (2),11
Victory II (80),Veteran Gunners (5),46
Victory II (80),Expanded Hangar Bay (5),18
Victory II (80),Spinal Armament (9),50
Victory II (80),Leading Shots (5),109
Victory II (80),Expert Shield Tech (5),43
Victory II (80),XI7 Turbolasers (6),85
Victory II (80),Seventh Fleet Star Destroyer (5),59
Victory II (80),Early Warning System (7),1
Victory II (80),Emperor Palpatine (3),30
Victory II (80),Dominator (7),95
Victory II (80),Intel Officer (7),49
Victory II (80),XX-9 Turbolasers (2),13
Victory II (80),NK-7 Ion Cannons (6),56
Victory II (80),Harrow (3),170
Victory II (80),Engine Techs (8),110
Victory II (80),Quad Battery Turrets (5),212
Victory II (80),SW-7 Ion Batteries (5),36
Victory II (80),Commander Beck (3),13
Victory II (80),H9 Turbolasers (8),24
Victory II (80),Warlord (8),28
Victory II (80),Admiral Ozzel (20),16
Victory II (80),Heavy Ion Emplacements (9),142
Victory II (80),Weapons Battery Techs (4),39
Victory II (80),Projection Experts (6),14
Victory II (80),Dual Turbolaser Turrets (4),33
Victory II (80),Point Defense Ion Cannons (6),36
Victory II (80),Heavy Turbolaser Turrets (4),19
Victory II (80),Reeva Demesne (4),4
Victory II (80),Governor Pryce (6),15
Victory II (80),Local Fire Control (4),17
Victory II (80),Admiral Chiraneau (10),7
Victory II (80),Boosted Comms (4),14
Victory II (80),Corrupter (3),9
Victory II (80),Flight Commander (3),7
Victory II (80),NK-7 Ion Cannons (10)!,1
Victory II (80),Dominator (12)!,1
Victory II (80),Captain Needa (2),25
Victory II (80),Ion Cannon Batteries (5),9
Victory II (80),Commandant Aresko (7),1
Victory II (80),Director Krennic (8),8
Victory II (80),Captain Brunson (9),10
Victory II (80),Flight Controllers (6),24
Victory II (80),Fighter Coordination Team (3),7
Victory II (80),Admiral Titus (2),9
Victory II (80),Darth Vader (4),6
Victory II (80),Enhanced Armament (10),3
Victory II (80),Admiral Ozzel (2),19
Victory II (80),Gunnery Chief Varnillian (6),4
Victory II (80),Commander Vanto (7),11
Victory II (80),Wulff Yularen (7),8
Victory II (80),Sensor Team (5),12
Victory II (80),Veteran Captain (2),7
Victory II (80),Auxiliary Shields Team (3),18
Victory II (80),Wing Commander (6),2
Victory II (80),Reserve Hangar Deck (4),7
Victory II (80),Damage Control Officer (3),1
Victory II (80),Quad Turbolaser Cannons (10),4
Victory II (80),Turbolaser Reroute Circuits (7),4
Victory II (80),Navigation Officer (6),3
Victory II (80),Proximity Mines (4),2
Victory II (80),Defense Liaison (3),1
Victory II (80),Agent Kallus (3),3
Victory II (80),The Grand Inquisitor (4),2
Victory II (80),Ordnance Experts (4),1
Victory II (80),High-Capacity Ion Turbines (6),1
Victory II (80),Quad Laser Turrets (5),2
Victory II (80),Tactical Expert (6),2
Victory II (80),Skilled First Officer (1),5
Victory II (80),Ruthless Strategists (4),2
Victory II (80),Rapid Launch Bays (6),1
Victory II (80),Flag Bridge (0),2
Victory II (80),Entrapment Formation! (5),1
Victory II (80),Engineering Team (3),1
Victory II (80),Reinforced Blast Doors (5),3
Victory II (80),Boarding Troopers (3),6
Victory II (80),Chart Officer (2),6
Victory II (80),Instructor Goran (7),1
Victory II (80),Nav Team (4),2
Victory II (80),DBY-827 Heavy Turbolasers (3),4
Victory II (80),Advanced Projectors (6),1
Victory II (80),Redundant Shields (8),1
Victory II (80),Lira Wessex (2),1
Victory II (80),Take Evasive Action! (6),1
Victory II (80),Fire-Control Team (2),1
Consular Armed Cruiser (37),Hondo Ohnaka (2),566
Consular Armed Cruiser (37),Radiant VII (1),2332
Consular Armed Cruiser (37),Munitions Resupply (3),573
Consular Armed Cruiser (37),Projection Experts (6),469
Consular Armed Cruiser (37),Bomber Command Center (8),346
Consular Armed Cruiser (37),Expanded Launchers (8),35
Consular Armed Cruiser (37),Ahsoka Tano (6),4
Consular Armed Cruiser (37),Clone Captain Silver (4),120
Consular Armed Cruiser (37),Early Warning System (7),51
Consular Armed Cruiser (37),Expert Shield Tech (5),150
Consular Armed Cruiser (37),Comms Net (2),936
Consular Armed Cruiser (37),Clone Navigation Officer (4),683
Consular Armed Cruiser (37),Swift Return (3),313
Consular Armed Cruiser (37),Clone Captain Zak (5),102
Consular Armed Cruiser (37),External Racks (4),1611
Consular Armed Cruiser (37),Engine Techs (8),140
Consular Armed Cruiser (37),Fighter Coordination Team (3),133
Consular Armed Cruiser (37),Chart Officer (2),30
Consular Armed Cruiser (37),Slicer Tools (7),71
Consular Armed Cruiser (37),Parts Resupply (3),343
Consular Armed Cruiser (37),Electronic Countermeasures (7),135
Consular Armed Cruiser (37),Engineering Team (3),3
Consular Armed Cruiser (37),Redundant Shields (8),68
Consular Armed Cruiser (37),Intel Officer (7),10
Consular Armed Cruiser (37),Assault Proton Torpedoes (4),44
Consular Armed Cruiser (37),Auxiliary Shields Team (3),157
Consular Armed Cruiser (37),Expanded Launchers (13)!,64
Consular Armed Cruiser (37),Veteran Captain (2),7
Consular Armed Cruiser (37),Rapid Reload (4),2
Consular Armed Cruiser (37),Repair Crews (4)!,43
Consular Armed Cruiser (37),Reinforced Blast Doors (5),103
Consular Armed Cruiser (37),Assault Concussion Missiles (5),24
Consular Armed Cruiser (37),Repair Crews (3),4
Consular Armed Cruiser (37),Engineering Team (5)!,34
Consular Armed Cruiser (37),Cluster Bombs (5),120
Consular Armed Cruiser (37),Advanced Projectors (6),41
Consular Armed Cruiser (37),Nav Team (4),22
Consular Armed Cruiser (37),Flight Commander (3),5
Consular Armed Cruiser (37),Reactive Gunnery (4),58
Consular Armed Cruiser (37),Medical Team (1),44
Consular Armed Cruiser (37),Engineering Captain (6),5
Consular Armed Cruiser (37),Rapid Reload (8)!,24
Consular Armed Cruiser (37),Wide-Area Barrage (2),10
Consular Armed Cruiser (37),Veteran Captain (3)!,6
Consular Armed Cruiser (37),Adi GAllia (3),16
Consular Armed Cruiser (37),Skilled First Officer (1),2
Consular Armed Cruiser (37),Flechette Torpedoes (3),9
Consular Armed Cruiser (37),Jamming Field (2),8
Consular Armed Cruiser (37),Barriss Offee (6),5
Consular Armed Cruiser (37),Clone Commander Wolffe (6),1
Consular Armed Cruiser (37),Wing Commander (6),2
Consular Armed Cruiser (37),Weapons Liaison (3),2
Consular Armed Cruiser (37),Navigation Officer (6),2
Consular Armed Cruiser (37),Tactical Expert (6),5
Consular Armed Cruiser (37),Defense Liaison (3),1
Consular Armed Cruiser (37),Damage Control Officer (5)!,1
Interdictor Suppression Refit (90),Flag Bridge (0),26
Interdictor Suppression Refit (90),G7-X Grav Well Projector (2),1607
Interdictor Suppression Refit (90),G-8 Experimental Projector (8),1076
Interdictor Suppression Refit (90),Overload Pulse (8)!,198
Interdictor Suppression Refit (90),Entrapment Formation! (5),2
Interdictor Suppression Refit (90),Disposable Capacitors (3),1875
Interdictor Suppression Refit (90),Grav Shift Reroute (2),2096
Interdictor Suppression Refit (90),Minister Tua (2),389
Interdictor Suppression Refit (90),Projection Experts (6),1843
Interdictor Suppression Refit (90),Targeting Scrambler (5),2077
Interdictor Suppression Refit (90),Heavy Ion Emplacements (9),547
Interdictor Suppression Refit (90),Interdictor (3),2317
Interdictor Suppression Refit (90),Electronic Countermeasures (7),166
Interdictor Suppression Refit (90),Captain Needa (2),729
Interdictor Suppression Refit (90),Reeva Demesne (4),24
Interdictor Suppression Refit (90),Auxiliary Shields Team (3),612
Interdictor Suppression Refit (90),High-Capacity Ion Turbines (6),11
Interdictor Suppression Refit (90),Wulff Yularen (7),130
Interdictor Suppression Refit (90),Point Defense Ion Cannons (6),93
Interdictor Suppression Refit (90),Captain Brunson (9),296
Interdictor Suppression Refit (90),Taskmaster Grint (5),384
Interdictor Suppression Refit (90),Overload Pulse (6),34
Interdictor Suppression Refit (90),Damage Control Officer (3),6
Interdictor Suppression Refit (90),Admiral Ozzel (20),152
Interdictor Suppression Refit (90),Proximity Mines (4),426
Interdictor Suppression Refit (90),NK-7 Ion Cannons (6),24
Interdictor Suppression Refit (90),Hondo Ohnaka (2),102
Interdictor Suppression Refit (90),Commander Vanto (7),60
Interdictor Suppression Refit (90),Admiral Titus (2),157
Interdictor Suppression Refit (90),Ion Cannon Batteries (5),79
Interdictor Suppression Refit (90),Skilled First Officer (1),40
Interdictor Suppression Refit (90),Engine Techs (8),190
Interdictor Suppression Refit (90),Shields to Maximum! (6),9
Interdictor Suppression Refit (90),SW-7 Ion Batteries (5),327
Interdictor Suppression Refit (90),Engineering Team (3),42
Interdictor Suppression Refit (90),Flak Guns (3),69
Interdictor Suppression Refit (90),Reactive Gunnery (4),190
Interdictor Suppression Refit (90),Phylon Q7 Tractor Beams (6),259
Interdictor Suppression Refit (90),Darth Vader (4),7
Interdictor Suppression Refit (90),MS-1 Ion Cannons (2),56
Interdictor Suppression Refit (90),Expanded Hangar Bay (5),18
Interdictor Suppression Refit (90),Governor Pryce (6),11
Interdictor Suppression Refit (90),Emperor Palpatine (3),134
Interdictor Suppression Refit (90),Leading Shots (5),3
Interdictor Suppression Refit (90),Commandant Aresko (7),12
Interdictor Suppression Refit (90),Fighter Coordination Team (3),62
Interdictor Suppression Refit (90),The Grand Inquisitor (4),7
Interdictor Suppression Refit (90),Point Defense Ion Cannons (4)!,1049
Interdictor Suppression Refit (90),Advanced Projectors (6),7
Interdictor Suppression Refit (90),Take Evasive Action! (6),2
Interdictor Suppression Refit (90),Leading Shots (6)!,21
Interdictor Suppression Refit (90),Darth Vader (1)!,106
Interdictor Suppression Refit (90),High-Capacity Ion Turbines (8)!,55
Interdictor Suppression Refit (90),Engineering Team (5)!,141
Interdictor Suppression Refit (90),Chart Officer (2),3
Interdictor Suppression Refit (90),Lira Wessex (2),4
Interdictor Suppression Refit (90),Early Warning System (7),5
Interdictor Suppression Refit (90),Quad Laser Turrets (5),35
Interdictor Suppression Refit (90),Admiral Ozzel (2),21
Interdictor Suppression Refit (90),Governor Pryce (7)!,69
Interdictor Suppression Refit (90),Damage Control Officer (5)!,17
Interdictor Suppression Refit (90),Advanced Transponder Net (5),9
Interdictor Suppression Refit (90),NK-7 Ion Cannons (10)!,54
Interdictor Suppression Refit (90),Reinforced Blast Doors (5),16
Interdictor Suppression Refit (90),Commander Gherant (2),2
Interdictor Suppression Refit (90),General Romodi (20)!,274
Interdictor Suppression Refit (90),Flight Commander (3),2
Interdictor Suppression Refit (90),Boosted Comms (4),15
Interdictor Suppression Refit (90),Reserve Hangar Deck (3)!,58
Interdictor Suppression Refit (90),Agent Kallus (3),4
Interdictor Suppression Refit (90),Point-Defense Reroute (5),3
Interdictor Suppression Refit (90),Director Isard (3),6
Interdictor Suppression Refit (90),Commander Woldar (4),8
Interdictor Suppression Refit (90),Nav Team (4),5
Interdictor Suppression Refit (90),Engineering Captain (6),13
Interdictor Suppression Refit (90),Redundant Shields (8),4
Interdictor Suppression Refit (90),Intel Officer (7),16
Interdictor Suppression Refit (90),Commander Beck (3),4
Interdictor Suppression Refit (90),Medical Team (1),17
Interdictor Suppression Refit (90),Intensify Firepower! (6),10
Interdictor Suppression Refit (90),"All fighters, Follow Me! (5)",1
Interdictor Suppression Refit (90),Weapons Liaison (3),1
Interdictor Suppression Refit (90),Director Krennic (8),1
Interdictor Suppression Refit (90),Admiral Chiraneau (10),4
Interdictor Suppression Refit (90),Navigation Officer (6),1
Interdictor Suppression Refit (90),Reserve Hangar Deck (4),4
Interdictor Suppression Refit (90),Veteran Captain (3)!,2
Interdictor Suppression Refit (90),Rapid Launch Bays (6),2
Interdictor Suppression Refit (90),Instructor Goran (7),1
SSD Assault Prototype (250),Emperor Palpatine (3),528
SSD Assault Prototype (250),Reserve Hangar Deck (3)!,64
SSD Assault Prototype (250),Rapid Launch Bays (6),34
SSD Assault Prototype (250),Eclipse (3),75
SSD Assault Prototype (250),Governor Pryce (6),34
SSD Assault Prototype (250),Reeva Demesne (4),232
SSD Assault Prototype (250),Gunnery Team (7),832
SSD Assault Prototype (250),Leading Shots (5),68
SSD Assault Prototype (250),XX-9 Turbolasers (2),10
SSD Assault Prototype (250),XI7 Turbolasers (6),534
SSD Assault Prototype (250),Ravager (4),889
SSD Assault Prototype (250),Captain Needa (2),236
SSD Assault Prototype (250),Expert Shield Tech (5),169
SSD Assault Prototype (250),Darth Vader (3),12
SSD Assault Prototype (250),Quad Laser Turrets (5),711
SSD Assault Prototype (250),Heavy Ion Emplacements (9),427
SSD Assault Prototype (250),Turbolaser Reroute Circuits (7),74
SSD Assault Prototype (250),H9 Turbolasers (8),85
SSD Assault Prototype (250),Commander Beck (3),3
SSD Assault Prototype (250),Director Krennic (8),310
SSD Assault Prototype (250),Wulff Yularen (7),72
SSD Assault Prototype (250),Gunnery Chief Varnillian (6),43
SSD Assault Prototype (250),Phylon Q7 Tractor Beams (6),54
SSD Assault Prototype (250),Linked Turbolaser Towers (7),560
SSD Assault Prototype (250),Commandant Aresko (7),10
SSD Assault Prototype (250),Point-Defense Reroute (5),369
SSD Assault Prototype (250),Agent Kallus (3),214
SSD Assault Prototype (250),Quad Battery Turrets (5),412
SSD Assault Prototype (250),Executor (2),98
SSD Assault Prototype (250),Commander Vanto (7),138
SSD Assault Prototype (250),Weapons Liaison (3),5
SSD Assault Prototype (250),Boarding Engineers (2),3
SSD Assault Prototype (250),Boosted Comms (4),37
SSD Assault Prototype (250),Overload Pulse (6),8
SSD Assault Prototype (250),Heavy Turbolaser Turrets (4),12
SSD Assault Prototype (250),Defense Liaison (3),33
SSD Assault Prototype (250),Chart Officer (2),10
SSD Assault Prototype (250),Damage Control Officer (3),15
SSD Assault Prototype (250),Weapons Battery Techs (4),2
SSD Assault Prototype (250),SW-7 Ion Batteries (5),379
SSD Assault Prototype (250),Annihilator (8),68
SSD Assault Prototype (250),Captain Brunson (9),156
SSD Assault Prototype (250),High-Capacity Ion Turbines (6),4
SSD Assault Prototype (250),Intel Officer (7),207
SSD Assault Prototype (250),Local Fire Control (4),147
SSD Assault Prototype (250),Flak Guns (3),157
SSD Assault Prototype (250),Advanced Transponder Net (5),10
SSD Assault Prototype (250),Quad Turbolaser Cannons (10),234
SSD Assault Prototype (250),Boarding Troopers (3),15
SSD Assault Prototype (250),Reserve Hangar Deck (4),8
SSD Assault Prototype (250),Leading Shots (6)!,594
SSD Assault Prototype (250),Damage Control Officer (5)!,172
SSD Assault Prototype (250),Admiral Titus (2),23
SSD Assault Prototype (250),Heavy Turbolaser Turrets (6)!,94
SSD Assault Prototype (250),Ion Cannon Batteries (5),63
SSD Assault Prototype (250),Governor Pryce (7)!,362
SSD Assault Prototype (250),Spinal Armament (9),71
SSD Assault Prototype (250),Taskmaster Grint (5),21
SSD Assault Prototype (250),Wing Commander (6),5
SSD Assault Prototype (250),Flight Controllers (6),22
SSD Assault Prototype (250),Lira Wessex (2),46
SSD Assault Prototype (250),Admiral Ozzel (2),201
SSD Assault Prototype (250),Veteran Gunners (5),19
SSD Assault Prototype (250),Enhanced Armament (10),20
SSD Assault Prototype (250),MS-1 Ion Cannons (2),35
SSD Assault Prototype (250),Heavy Fire Zone (4)!,23
SSD Assault Prototype (250),Tactical Expert (6),64
SSD Assault Prototype (250),Overload Pulse (8)!,213
SSD Assault Prototype (250),NK-7 Ion Cannons (10)!,54
SSD Assault Prototype (250),Engineering Captain (6),14
SSD Assault Prototype (250),High-Capacity Ion Turbines (8)!,40
SSD Assault Prototype (250),Proximity Mines (4),38
SSD Assault Prototype (250),Support Officer (4)!,7
SSD Assault Prototype (250),DBY-827 Heavy Turbolasers (3),49
SSD Assault Prototype (250),General Romodi (20)!,9
SSD Assault Prototype (250),Fire-Control Team (2),22
SSD Assault Prototype (250),Sensor Team (5),15
SSD Assault Prototype (250),Iden Versio (6),9
SSD Assault Prototype (250),Flight Commander (3),7
SSD Assault Prototype (250),XX-9 Turbolasers (5)!,46
SSD Assault Prototype (250),Weapons Battery Techs (5)!,17
SSD Assault Prototype (250),Admiral Ozzel (20),9
SSD Assault Prototype (250),Admiral Chiraneau (10),11
SSD Assault Prototype (250),Ruthless Strategists (4),5
SSD Assault Prototype (250),Expanded Hangar Bay (5),21
SSD Assault Prototype (250),Instructor Goran (7),11
SSD Assault Prototype (250),Navigation Officer (6),11
SSD Assault Prototype (250),Commander Gherant (2),3
SSD Assault Prototype (250),Hondo Ohnaka (2),1
SSD Assault Prototype (250),Dual Turbolaser Turrets (5)!,4
SSD Assault Prototype (250),Ordnance Experts (4),3
SSD Assault Prototype (250),Admiral Montferrat (5),1
SSD Assault Prototype (250),Slaved Turrets (6),2
SSD Assault Prototype (250),Skilled First Officer (1),12
SSD Assault Prototype (250),Darth Vader (1)!,14
SSD Assault Prototype (250),Veteran Captain (3)!,1
SSD Assault Prototype (250),The Grand Inquisitor (4),3
SSD Assault Prototype (250),Dual Turbolaser Turrets (4),1
SSD Assault Prototype (250),Support Officer (2),1
SSD Assault Prototype (250),NK-7 Ion Cannons (6),3
SSD Assault Prototype (250),Darth Vader (4),1
Arquitens Light Cruiser (54)!,Reinforced Blast Doors (5),529
Arquitens Light Cruiser (54)!,Hand of Justice (4)!,872
Arquitens Light Cruiser (54)!,Captain Needa (2),2053
Arquitens Light Cruiser (54)!,Turbolaser Reroute Circuits (7),2786
Arquitens Light Cruiser (54)!,Centicore (3),323
Arquitens Light Cruiser (54)!,Slaved Turrets (6),1037
Arquitens Light Cruiser (54)!,Intel Officer (7),357
Arquitens Light Cruiser (54)!,Early Warning System (7),217
Arquitens Light Cruiser (54)!,Cluster Bombs (5),109
Arquitens Light Cruiser (54)!,Skilled First Officer (1),737
Arquitens Light Cruiser (54)!,Enhanced Armament (10),617
Arquitens Light Cruiser (54)!,Advanced Projectors (6),502
Arquitens Light Cruiser (54)!,Dual Turbolaser Turrets (5)!,225
Arquitens Light Cruiser (54)!,Reeva Demesne (4),47
Arquitens Light Cruiser (54)!,Director Krennic (8),378
Arquitens Light Cruiser (54)!,Hondo Ohnaka (2),83
Arquitens Light Cruiser (54)!,Linked Turbolaser Towers (7),1509
Arquitens Light Cruiser (54)!,Admiral Ozzel (20),229
Arquitens Light Cruiser (54)!,XI7 Turbolasers (6),146
Arquitens Light Cruiser (54)!,Electronic Countermeasures (7),148
Arquitens Light Cruiser (54)!,Taskmaster Grint (5),25
Arquitens Light Cruiser (54)!,Expert Shield Tech (5),446
Arquitens Light Cruiser (54)!,Chart Officer (2),13
Arquitens Light Cruiser (54)!,Damage Control Officer (5)!,21
Arquitens Light Cruiser (54)!,XX-9 Turbolasers (5)!,17
Arquitens Light Cruiser (54)!,Admiral Titus (2),160
Arquitens Light Cruiser (54)!,Quad Battery Turrets (5),531
Arquitens Light Cruiser (54)!,Admiral Ozzel (2),42
Arquitens Light Cruiser (54)!,Lira Wessex (2),8
Arquitens Light Cruiser (54)!,Redundant Shields (8),48
Arquitens Light Cruiser (54)!,Darth Vader (1)!,95
Arquitens Light Cruiser (54)!,Emperor Palpatine (3),71
Arquitens Light Cruiser (54)!,Heavy Turbolaser Turrets (6)!,11
Arquitens Light Cruiser (54)!,Admiral Montferrat (5),30
Arquitens Light Cruiser (54)!,Minister Tua (2),14
Arquitens Light Cruiser (54)!,Reactive Gunnery (4),173
Arquitens Light Cruiser (54)!,General Romodi (20)!,151
Arquitens Light Cruiser (54)!,Governor Pryce (7)!,58
Arquitens Light Cruiser (54)!,Spinal Armament (9),35
Arquitens Light Cruiser (54)!,Commander Beck (3),49
Arquitens Light Cruiser (54)!,Weapons Liaison (3),6
Arquitens Light Cruiser (54)!,Agent Kallus (3),21
Arquitens Light Cruiser (54)!,Director Isard (3),4
Arquitens Light Cruiser (54)!,Quad Turbolaser Cannons (10),15
Arquitens Light Cruiser (54)!,Engineering Captain (6),2
Arquitens Light Cruiser (54)!,Captain Brunson (9),21
Arquitens Light Cruiser (54)!,DBY-827 Heavy Turbolasers (3),6
Arquitens Light Cruiser (54)!,Admiral Chiraneau (10),2
Arquitens Light Cruiser (54)!,Commandant Aresko (7),4
Arquitens Light Cruiser (54)!,Iden Versio (6),23
Arquitens Light Cruiser (54)!,H9 Turbolasers (8),6
Arquitens Light Cruiser (54)!,Instructor Goran (7),6
Arquitens Light Cruiser (54)!,Veteran Captain (3)!,9
Arquitens Light Cruiser (54)!,Wulff Yularen (7),7
Arquitens Light Cruiser (54)!,Commander Woldar (4),13
Arquitens Light Cruiser (54)!,Heavy Fire Zone (4)!,11
Arquitens Light Cruiser (54)!,Tactical Expert (6),10
Arquitens Light Cruiser (54)!,Defense Liaison (3),2
Arquitens Light Cruiser (54)!,Navigation Officer (6),3
Arquitens Light Cruiser (54)!,The Grand Inquisitor (4),5
Arquitens Light Cruiser (54)!,Commander Gherant (2),7
Arquitens Light Cruiser (54)!,Commander Vanto (7),1
Arquitens Light Cruiser (54)!,Wing Commander (6),1
Imperial I (110),Hardened Bulkheads (5),94
Imperial I (110),Agent Kallus (3),11
Imperial I (110),Local Fire Control (4),182
Imperial I (110),Quad Laser Turrets (5),70
Imperial I (110),Relentless (3),206
Imperial I (110),Minister Tua (2),481
Imperial I (110),Flak Guns (3),134
Imperial I (110),Reserve Hangar Deck (4),28
Imperial I (110),Overload Pulse (6),2
Imperial I (110),DBY-827 Heavy Turbolasers (3),56
Imperial I (110),Chimaera (4),129
Imperial I (110),Reactive Gunnery (4),32
Imperial I (110),Intensify Firepower! (6),22
Imperial I (110),Governor Pryce (6),3
Imperial I (110),Boarding Troopers (3),364
Imperial I (110),XX-9 Turbolasers (2),15
Imperial I (110),Flag Bridge (0),11
Imperial I (110),Shields to Maximum! (6),7
Imperial I (110),Darth Vader (3),39
Imperial I (110),Boosted Comms (4),573
Imperial I (110),Leading Shots (5),62
Imperial I (110),Electronic Countermeasures (7),369
Imperial I (110),Phylon Q7 Tractor Beams (6),141
Imperial I (110),XI7 Turbolasers (6),252
Imperial I (110),Proximity Mines (4),15
Imperial I (110),NK-7 Ion Cannons (6),4
Imperial I (110),Quad Battery Turrets (5),61
Imperial I (110),Admiral Chiraneau (10),41
Imperial I (110),Expanded Hangar Bay (5),578
Imperial I (110),Spinal Armament (9),81
Imperial I (110),"All fighters, Follow Me! (5)",34
Imperial I (110),Captain Brunson (9),11
Imperial I (110),Sensor Team (5),10
Imperial I (110),Gunnery Team (7),138
Imperial I (110),Dual Turbolaser Turrets (4),15
Imperial I (110),Flight Controllers (6),528
Imperial I (110),Taskmaster Grint (5),39
Imperial I (110),Commander Beck (3),5
Imperial I (110),Rapid Launch Bays (6),74
Imperial I (110),High-Capacity Ion Turbines (6),5
Imperial I (110),Linked Turbolaser Towers (7),342
Imperial I (110),Wulff Yularen (7),31
Imperial I (110),Emperor Palpatine (3),187
Imperial I (110),Damage Control Officer (3),1
Imperial I (110),Devastator (10),50
Imperial I (110),Reeva Demesne (4),24
Imperial I (110),Ruthless Strategists (4),23
Imperial I (110),SW-7 Ion Batteries (5),27
