id,user_id,fleet_data,faction,fleet_name,created_at,updated_at,commander,points,date_added,legends,legacy,old_legacy,arc,shared,numerical_id
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Moff Jerjerrod (23)
• Ravager (4)
• Emperor Palpatine (3)
• Damage Control Officer (3)
• Intel Officer (7)
• Gunnery Team (7)
• Quad Laser Turrets (5)
• Point-Defense Reroute (5)
• High-Capacity Ion Turbines (6)
• Leading Shots (5)
• XI7 Turbolasers (6)
• XX-9 Turbolasers (2)
= 326 Points

Gozanti-class Cruisers (23)
• Suppressor (4)
• Minister Tua (2)
• Comms Net (2)
• Electronic Countermeasures (7)
= 38 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Repair Crews (3)
= 30 Points

Squadrons:
= 0 Points

Total Points: 400",Empire,,,,Moff Jerjerrod,400,,,,,,,893
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: Rift Assault
Defense: Fleet in Being
Navigation: Solar Corona

Victory I-class Star Destroyer {GAR} (73)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Hondo Ohnaka (2)
• Projection Experts (6)
• Ordnance Pods (3)
= 102 Points

Venator I-class Star Destroyer (90)
• Tranquility (7)
• Local Fire Control (4)
• Flak Guns (3)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
• Intensify Firepower! (6)
= 116 Points

Acclamator I-class Assault Ship (64)
• Implacable (4)
• Flak Guns (3)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
= 77 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Comms Net (2)
= 53 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Munitions Resupply (3)
= 41 Points

Squadrons:
= 0 Points

Total Points: 400",Republic,,,,Anakin Skywalker,400,,,,,,,894
,,"Name: 
Faction: Separatist
Commander: Mar Tuuk (28)

Assault: Most Wanted
Defense: Rift Ambush
Navigation: Infested Fields

Hardcell-class Transport (47)
• Mar Tuuk (28)
• Passel Argente (6)
• Auxiliary Shields Team (3)
= 84 Points

Recusant-class Support Destroyer (90)
• Patriot Fist (6)
• Skilled First Officer (1)
• Veteran Gunners (5)
• Expanded Hangar Bay (5)
• Boosted Comms (4)
= 111 Points

Hardcell-class Transport (47)
• Tikkes (2)
• Auxiliary Shields Team (3)
• Bomber Command Center (8)
= 60 Points

Gozanti-class Cruisers {CIS} (24)
= 24 Points

Squadrons:
• General Grievous - Belbullab-22 Starfighter Squadron (22)
• 4 x Hyena-class Droid Bomber Squadron (44)
• 4 x Vulture-class Droid Fighter Squadron (32)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 116 Points

Total Points: 400",Separatist,,,,Mar Tuuk,400,,,,,,,895
,,"Name: 
Faction: Rebel
Commander: Admiral Ackbar (38)

Assault: Opening Salvo
Defense: Fire Lanes
Navigation: Superior Positions

MC80 Assault Cruiser (110)
• Admiral Ackbar (38)
• Defiance (5)
• Expert Shield Tech (5)
• Nav Team (4)
• Reinforced Blast Doors (5)
• Electronic Countermeasures (7)
• Leading Shots (5)
• Quad Battery Turrets (5)
= 184 Points

CR90 Corvette A (44)
• Jaina's Light (5)
• Turbolaser Reroute Circuits (7)
= 56 Points

CR90 Corvette A (44)
• Tantive IV (3)
• Turbolaser Reroute Circuits (7)
= 54 Points

CR90 Corvette A (44)
• Turbolaser Reroute Circuits (7)
= 51 Points

CR90 Corvette A (44)
• Turbolaser Reroute Circuits (7)
= 51 Points

Squadrons:
= 0 Points

Total Points: 398",Rebel,,,,Admiral Ackbar,398,,,,,,,896
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: Blockade Run
Defense: Planetary Ion Cannon
Navigation: Dangerous Territory

Imperial II-class Star Destroyer (120)
• Admiral Motti (24)
• Chimaera (4)
• Expert Shield Tech (5)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Spinal Armament (9)
• Entrapment Formation! (5)
= 180 Points

Imperial I-class Star Destroyer (110)
• Expert Shield Tech (5)
• Ordnance Experts (4)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 132 Points

Raider I-class Corvette (44)
• Corvus (2)
• Iden Versio (6)
• Ordnance Experts (4)
• External Racks (4)
= 60 Points

Gozanti-class Cruisers (23)
• Hondo Ohnaka (2)
• Comms Net (2)
= 27 Points

Squadrons:
= 0 Points

Total Points: 395",Empire,,,,Admiral Motti,395,,,,,,,897
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: Advanced Gunnery
Defense: Planetary Ion Cannon
Navigation: Solar Corona

Starhawk-class Battleship Mark I (140)
• Kyrsta Agate (25)
• Concord (12)
• Walex Blissex (5)
• Raymus Antilles (7)
• Caitken and Shollan (6)
• Hardened Bulkheads (5)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
• Magnite Crystal Tractor Beam Array (10)
= 223 Points

MC30c Torpedo Frigate (63)
• Foresight (10)
• Skilled First Officer (1)
• Ordnance Experts (4)
• External Racks (4)
= 82 Points

MC30c Torpedo Frigate (63)
• Skilled First Officer (1)
• Ordnance Experts (4)
• External Racks (4)
= 72 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Ahsoka Tano (2)
• Comms Net (2)
= 24 Points

Squadrons:
= 0 Points

Total Points: 392",Rebel,,,,Krysta Agate,392,,,,,,,898
,,"Name: 
Faction: Separatist
Commander: Kraken (30)

Assault: Ion Storm
Defense: Asteroid Tactics
Navigation: Infested Fields

Munificent-class Star Frigate (73)
• Kraken (30)
• Tide of Progress XII (2)
• Wat Tambor (9)
• Thermal Shields (5)
• Linked Turbolaser Towers (7)
= 126 Points

Recusant-class Light Destroyer (85)
• Patriot Fist (6)
• Tikkes (2)
• Ordnance Experts (4)
• Reserve Hangar Deck (4)
• Assault Proton Torpedoes (4)
• Swivel-Mount Batteries (8)
= 113 Points

Hardcell-class Transport (47)
• Foreman's Labor (5)
• Auxiliary Shields Team (3)
• Slicer Tools (7)
= 62 Points

Hardcell-class Transport (47)
• Parts Resupply (3)
= 50 Points

Squadrons:
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• 3 x Droid Tri-Fighter Squadron (33)
= 50 Points

Total Points: 396",Separatist,,,,Kraken,396,,,,,,,899
,,"Name: 
Faction: Empire
Commander: Admiral Ozzel (20)

Assault: Most Wanted
Defense: Planetary Ion Cannon
Navigation: Salvage Run

Interdictor Suppression Refit (90)
• Admiral Ozzel (20)
• Interdictor Suppression Refit (90)
• Captain Needa (2)
• Grav Shift Reroute (2)
• Projection Experts (6)
• Targeting Scrambler (5)
= 215 Points

Imperial Star Destroyer Kuat Refit (112)
• Expert Shield Tech (5)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• Assault Proton Torpedoes (4)
= 138 Points

Imperial Star Destroyer Kuat Refit (112)
• Expert Shield Tech (5)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• Assault Proton Torpedoes (4)
= 138 Points

Squadrons:
= 0 Points

Total Points: 400",Empire,,,,Admiral Ozzel,400,,,,,,,900
,,"Name: 
Faction: Separatist
Commander: General Grievous - Belbullab-22 Starfighter Squadron (22)

Assault: 
Defense: 
Navigation: 

Providence-class Carrier (102)
• General Grievous - Belbullab-22 Starfighter Squadron (22)
• Invincible (5)
• Rune Haako (4)
• Thermal Shields (5)
• Early Warning System (7)
• Boosted Comms (4)
• External Racks (4)
• Point Defense Ion Cannons (6)
• H9 Turbolasers (8)
• Intensify Firepower! (6)
= 173 Points

Hardcell-class Transport (47)
• Tikkes (2)
• Hondo Ohnaka (2)
• Projection Experts (6)
• Bomber Command Center (8)
= 65 Points

Gozanti-class Cruisers {CIS} (24)
• TI-99 (4)
= 28 Points

Squadrons:
• DIS-T81 - Droid Tri-Fighter Squadron (17)
• 4 x Hyena-class Droid Bomber Squadron (44)
• 6 x Vulture-class Droid Fighter Squadron (48)
• Wat Tambor - Belbullab-22 Starfighter Squadron (18)
= 127 Points

Total Points: 397",Separatist,,,,General Grievous,397,,,,,,,901
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Motti (24)
• Director Krennic (8)
• Gunnery Team (7)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Spinal Armament (9)
= 181 Points

Onager-class Testbed (116)
• Governor Pryce (6)
• Sensor Team (5)
• Veteran Gunners (5)
• Orbital Bombardment Particle Cannons (5)
= 137 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Emperor Palpatine (3)
• Ordnance Experts (4)
• External Racks (4)
= 77 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
= 0 Points

Total Points: 400",Empire,,,,Admiral Motti,400,,,,,,,902
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Bail Organa (28)
• Tranquility (7)
• Flight Commander (3)
• Ruthless Strategists (4)
• Flag Bridge (0)
• Thermal Shields (5)
• Ordnance Pods (3)
• Mercy Mission (5)
= 155 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Comms Net (2)
= 40 Points

Consular-class Armed Cruiser (37)
= 37 Points

Consular-class Armed Cruiser (37)
= 37 Points

Squadrons:
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 6 x BTL-B Y-wing Squadron (60)
• Kickback - V-19 Torrent Squadron (16)
• Matchstick - BTL-B Y-wing Squadron (16)
= 133 Points

Total Points: 391",Republic,,,,Bail Organa,391,,,,,,,903
,,"Name: 
Faction: Empire
Commander: Admiral Konstantine (23)

Assault: 
Defense: 
Navigation: 

Interdictor Suppression Refit (90)
• Admiral Konstantine (23)
• Interdictor Suppression Refit (90)
• Captain Needa (2)
• Projection Experts (6)
• Disposable Capacitors (3)
• Heavy Ion Emplacements (9)
• Targeting Scrambler (5)
• G-8 Experimental Projector (8)
= 236 Points

Imperial I-class Star Destroyer (110)
• Minister Tua (2)
• Boarding Troopers (3)
• Phylon Q7 Tractor Beams (6)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 141 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
• Maarek Stele - TIE Defender Squadron (21)
• 3 x TIE Fighter Squadron (24)
• Tel Trevura - JumpMaster 5000 (17)
• Zertik Strom - TIE Advanced Squadron (15)
= 77 Points

Total Points: 391",Empire,,,,Admiral Konstantine,391,,,,,,,904
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Sloane (24)
• Captain Needa (2)
• Flight Controllers (6)
• Electronic Countermeasures (7)
= 159 Points

Gladiator I-class Star Destroyer (56)
• Demolisher (10)
• Commander Woldar (4)
• Fighter Coordination Team (3)
= 73 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
= 27 Points

Squadrons:
• 3 x Lambda-class Shuttle (45)
• Maarek Stele - TIE Defender Squadron (21)
• Moralo Eval - YV-666 (22)
• Saber Squadron - TIE Interceptor Squadron (12)
• Tel Trevura - JumpMaster 5000 (17)
• Zertik Strom - TIE Advanced Squadron (15)
= 132 Points

Total Points: 388",Empire,,,,Admiral Sloane,388,,,,,,,905
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Acclamator I-class Assault Ship (64)
• Bail Organa (28)
• Nevoota Bee (5)
• Clone Captain Silver (4)
• Flight Controllers (6)
• Flag Bridge (0)
• Boosted Comms (4)
• Mercy Mission (5)
= 116 Points

Venator II-class Star Destroyer (100)
• Tranquility (7)
• Clone Captain Zak (5)
• Clone Gunners (4)
• Thermal Shields (5)
• External Racks (4)
• H9 Turbolasers (8)
= 133 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Munitions Resupply (3)
= 41 Points

Squadrons:
• ARC-170 Starfighter Squadron (15)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 3 x BTL-B Y-wing Squadron (30)
• Delta-7 Aethersprite Squadron (17)
• Matchstick - BTL-B Y-wing Squadron (16)
= 119 Points

Total Points: 400",Republic,,,,Bail Organa,400,,,,,,,906
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Moff Jerjerrod (23)
• Ravager (4)
• Captain Needa (2)
• Emperor Palpatine (3)
• Governor Pryce (6)
• Gunnery Team (7)
• Quad Laser Turrets (5)
• Quad Battery Turrets (5)
• Overload Pulse (6)
• Heavy Ion Emplacements (9)
• Linked Turbolaser Towers (7)
= 327 Points

Raider I-class Corvette (44)
= 44 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
= 0 Points

Total Points: 400",Empire,,,,Moff Jerjerrod,400,,,,,,,907
,,"Name: 
Faction: Republic
Commander: Plo Koon - Delta-7 Aethersprite Squadron (24)

Assault: 
Defense: 
Navigation: 

Acclamator I-class Assault Ship (64)
• Plo Koon - Delta-7 Aethersprite Squadron (24)
• Nevoota Bee (5)
• Ahsoka Tano (6)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Boosted Comms (4)
• External Racks (4)
• Linked Turbolaser Towers (7)
= 125 Points

Venator II-class Star Destroyer (100)
• Triumphant (5)
• Adi Gallia (3)
• Flight Controllers (6)
• Hyperspace Rings (3)
• Thermal Shields (5)
• External Racks (4)
• XI7 Turbolasers (6)
= 132 Points

Squadrons:
• 5 x ARC-170 Starfighter Squadron (75)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• Matchstick - BTL-B Y-wing Squadron (16)
= 132 Points

Total Points: 391",Republic,,,,Plo Koon,391,,,,,,,908
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Motti (24)
• Emperor Palpatine (3)
• Local Fire Control (4)
• Flak Guns (3)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• Heavy Turbolaser Turrets (4)
= 171 Points

Imperial II-class Star Destroyer (120)
• Chimaera (4)
• Governor Pryce (6)
• Local Fire Control (4)
• Flak Guns (3)
• Electronic Countermeasures (7)
• MS-1 Ion Cannon (2)
• Heavy Turbolaser Turrets (4)
• Entrapment Formation! (5)
= 155 Points

Gozanti-class Assault Carriers (26)
• Agent Kallus (3)
• Parts Resupply (3)
= 32 Points

Gozanti-class Assault Carriers (26)
• Comms Net (2)
= 28 Points

Squadrons:
= 0 Points

Total Points: 393",Empire,,,,Admiral Motti,393,,,,,,,909
,,"Name: 
Faction: Empire
Commander: Admiral Piett (22)

Assault: 
Defense: 
Navigation: 

Star Dreadnought Assault Prototype (250)
• Admiral Piett (22)
• Ravager (4)
• Director Krennic (8)
• Emperor Palpatine (3)
• Intel Officer (7)
• Gunnery Team (7)
• Quad Laser Turrets (5)
• Point-Defense Reroute (5)
• Heavy Ion Emplacements (9)
• Leading Shots (5)
• Quad Turbolaser Cannons (10)
• XI7 Turbolasers (6)
= 341 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Gozanti-class Cruisers (23)
• Repair Crews (3)
= 26 Points

Squadrons:
= 0 Points

Total Points: 395",Empire,,,,Admiral Piett,395,,,,,,,910
,,"Name: 
Faction: Republic
Commander: Plo Koon - Delta-7 Aethersprite Squadron (24)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Plo Koon - Delta-7 Aethersprite Squadron (24)
• Tranquility (7)
• Flight Controllers (6)
• Boosted Comms (4)
• Thermal Shields (5)
• External Racks (4)
• Linked Turbolaser Towers (7)
= 157 Points

Pelta-class Transport Frigate (45)
• TB-73 (5)
• Projection Experts (6)
• Bomber Command Center (8)
= 64 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Parts Resupply (3)
= 54 Points

Squadrons:
• Ahsoka Tano - Delta-7 Aethersprite Squadron (23)
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 4 x BTL-B Y-wing Squadron (40)
• Matchstick - BTL-B Y-wing Squadron (16)
= 120 Points

Total Points: 391",Republic,,,,Plo Koon,391,,,,,,,911
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: 
Defense: 
Navigation: 

Venator I-class Star Destroyer (90)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Adi Gallia (3)
• Local Fire Control (4)
• Flak Guns (3)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
• Mercy Mission (5)
= 129 Points

Venator I-class Star Destroyer (90)
• Tranquility (7)
• Clone Navigation Officer (4)
• Local Fire Control (4)
• Flak Guns (3)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
• Intensify Firepower! (6)
= 120 Points

Consular-class Armed Cruiser (37)
• Radiant VII (1)
• Hondo Ohnaka (2)
• Comms Net (2)
= 42 Points

Squadrons:
• Axe - V-19 Torrent Squadron (17)
• 5 x BTL-B Y-wing Squadron (50)
• Kickback - V-19 Torrent Squadron (16)
• Matchstick - BTL-B Y-wing Squadron (16)
= 99 Points

Total Points: 390",Republic,,,,Anakin Skywalker,390,,,,,,,912
,,"Name: 
Faction: Republic
Commander: Anakin Skywalker - BTL-B Y-wing Squadron (18)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Anakin Skywalker - BTL-B Y-wing Squadron (18)
• Tranquility (7)
• Local Fire Control (4)
• Flag Bridge (0)
• Thermal Shields (5)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
• Mercy Mission (5)
= 145 Points

Acclamator II-class Assault Ship (71)
• Thermal Shields (5)
• Ordnance Pods (3)
• DBY-827 Heavy Turbolasers (3)
= 82 Points

Victory I-class Star Destroyer {GAR} (73)
• Projection Experts (6)
• Ordnance Pods (3)
= 82 Points

Consular-class Charger c70 (42)
• Radiant VII (1)
• Projection Experts (6)
• Parts Resupply (3)
= 52 Points

Squadrons:
• Axe - V-19 Torrent Squadron (17)
• V-19 Torrent Squadron (12)
= 29 Points

Total Points: 397",Republic,,,,Anakin Skywalker,397,,,,,,,913
,,"Name: 
Faction: Rebel
Commander: General Cracken (26)

Assault: 
Defense: 
Navigation: 

CR90 Corvette A (44)
• General Cracken (26)
• Jaina's Light (5)
= 75 Points

MC30c Torpedo Frigate (63)
• Lando Calrissian (4)
• External Racks (4)
• Ordnance Experts (4)
= 75 Points

MC30c Torpedo Frigate (63)
• External Racks (4)
• Ordnance Experts (4)
= 71 Points

CR90 Corvette B (39)
• Ezra Bridger (3)
= 42 Points

Modified Pelta-class Assault Ship (56)
• Intensify Firepower! (6)
= 62 Points

CR90 Corvette A (44)
• Liberator (2)
• Entrapment Formation! (5)
= 51 Points

GR-75 Medium Transports (18)
• Ahsoka Tano (2)
• Comms Net (2)
= 22 Points

Squadrons:
= 0 Points

Total Points: 395",Rebel,,,,General Cracken,395,,,,,,,914
,,"Name: 
Faction: Empire
Commander: Grand Admiral Thrawn (32)

Assault: 
Defense: 
Navigation: 

Imperial Star Destroyer Cymoon 1 Refit (112)
• Grand Admiral Thrawn (32)
• Minister Tua (2)
• Local Fire Control (4)
• Flak Guns (3)
• Advanced Projectors (6)
• Linked Turbolaser Towers (7)
• XI7 Turbolasers (6)
= 172 Points

Imperial II-class Star Destroyer (120)
• Emperor Palpatine (3)
• Gunnery Team (7)
• Advanced Projectors (6)
• XI7 Turbolasers (6)
= 142 Points

Arquitens-class Light Cruiser (52)
• Advanced Projectors (6)
• Linked Turbolaser Towers (7)
= 65 Points

Squadrons:
= 0 Points

Total Points: 381",Empire,,,,Grand Admiral Thrawn,381,,,,,,,915
,,"Name: 
Faction: Rebel
Commander: Kyrsta Agate (25)

Assault: 
Defense: 
Navigation: 

Providence-class Carrier {REB} (95)
• Kyrsta Agate (25)
• Raymus Antilles (7)
• Flight Commander (3)
• Boarding Troopers (3)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Engine Techs (8)
• Fighter Coordination Team (3)
= 155 Points

Assault Frigate Mark II B (72)
• Flight Commander (3)
• Rapid Launch Bays (6)
• Linked Turbolaser Towers (7)
= 88 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Ahsoka Tano (2)
• Bomber Command Center (8)
= 30 Points

Squadrons:
• B-Wing Squadron (14)
• 2 x E-wing Squadron (28)
• Fenn Rau - Mandalorian Gauntlet Fighter (24)
• Gold Squadron - Y-Wing Squadron (12)
• Nym - Havoc (21)
• Shara Bey - A-wing Squadron (17)
• 2 x Z-95 Headhunter Squadron (14)
= 130 Points

Total Points: 400",Rebel,,,,Krysta Agate,400,,,,,,,916
,,"Name: 
Faction: Empire
Commander: Admiral Sloane (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Sloane (24)
• Emperor Palpatine (3)
• Gunnery Team (7)
• Electronic Countermeasures (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 174 Points

Quasar Fire I-class Cruiser-Carrier (54)
• Skilled First Officer (1)
• Flight Controllers (6)
• Expanded Hangar Bay (5)
• Boosted Comms (4)
= 70 Points

Gozanti-class Cruisers (23)
• Suppressor (4)
• Hondo Ohnaka (2)
• Comms Net (2)
= 31 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Mauler Mithel - TIE Fighter Squadron (15)
• Saber Squadron - TIE Interceptor Squadron (12)
• 2 x TIE Defender Squadron (32)
= 128 Points

Total Points: 398",Empire,,,,Admiral Sloane,398,,,,,,,917
,,"Name: 
Faction: Empire
Commander: Grand Moff Tarkin (28)

Assault: 
Defense: 
Navigation: 

Interdictor Suppression Refit (90)
• Grand Moff Tarkin (28)
• Projection Experts (6)
• Proximity Mines (4)
• Targeting Scrambler (5)
• G7-X Grav Well Projector (2)
= 135 Points

Interdictor Suppression Refit (90)
• Projection Experts (6)
• Proximity Mines (4)
• G7-X Grav Well Projector (2)
• Grav Shift Reroute (2)
= 104 Points

Onager-class Testbed (116)
• Cataclysm (5)
• Governor Pryce (6)
• Ordnance Experts (4)
• Orbital Bombardment Particle Cannons (5)
= 136 Points

Squadrons:
• Ciena Ree - TIE Interceptor Squadron (17)
• Valen Rudor - TIE Fighter Squadron (13)
= 30 Points

Total Points: 386",Empire,,,,Grand Moff Tarkin,386,,,,,,,918
,,"Name: 
Faction: Empire
Commander: Moff Jerjerrod (23)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Moff Jerjerrod (23)
• Captain Needa (2)
• Flight Controllers (6)
• Boosted Comms (4)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
= 175 Points

Raider I-class Corvette (44)
• Instigator (4)
• Iden Versio (6)
• Ordnance Experts (4)
• Reserve Hangar Deck (4)
• External Racks (4)
= 66 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Comms Net (2)
= 29 Points

Squadrons:
• Colonel Jendon - Lambda-class Shuttle (23)
• 2 x Firespray-31 (36)
• Maarek Stele - TIE Defender Squadron (21)
• Mauler Mithel - TIE Fighter Squadron (15)
• Saber Squadron - TIE Interceptor Squadron (12)
• TIE Interceptor Squadron (11)
• Tel Trevura - JumpMaster 5000 (17)
= 135 Points

Total Points: 396",Empire,,,,Moff Jerjerrod,396,,,,,,,919
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Quasar Fire II-class Cruiser-Carrier (61)
• Admiral Motti (24)
• Flight Commander (3)
• Flight Controllers (6)
• Ruthless Strategists (4)
• Boosted Comms (4)
= 102 Points

Venator II-class Star Destroyer {IMP} (100)
• Emperor Palpatine (3)
• Ordnance Experts (4)
• Electronic Countermeasures (7)
• External Racks (4)
• Expanded Launchers (8)
• Linked Turbolaser Towers (7)
= 133 Points

Gozanti-class Cruisers (23)
• Commander Woldar (4)
• Parts Resupply (3)
= 30 Points

Squadrons:
• Black Squadron - TIE Fighter Squadron (9)
• Colonel Jendon - Lambda-class Shuttle (23)
• Darth Vader - TIE Defender Squadron (25)
• Maarek Stele - TIE Defender Squadron (21)
• Saber Squadron - TIE Interceptor Squadron (12)
• TIE Bomber Squadron (9)
• Tel Trevura - JumpMaster 5000 (17)
• Tempest Squadron - TIE Advanced Squadron (13)
= 129 Points

Total Points: 396",Empire,,,,Admiral Motti,396,,,,,,,920
,,"Name: 
Faction: Empire
Commander: Admiral Motti (24)

Assault: 
Defense: 
Navigation: 

Imperial II-class Star Destroyer (120)
• Admiral Motti (24)
• Chimaera (4)
• Expert Shield Tech (5)
• Local Fire Control (4)
• Flak Guns (3)
• Early Warning System (7)
• Point Defense Ion Cannons (6)
• Linked Turbolaser Towers (7)
• Entrapment Formation! (5)
= 185 Points

Imperial Star Destroyer Kuat Refit (112)
• Sovereign (4)
• Emperor Palpatine (3)
• Local Fire Control (4)
• Flak Guns (3)
• Early Warning System (7)
• Ordnance Pods (3)
• Point Defense Ion Cannons (6)
= 142 Points

Gozanti-class Cruisers (23)
• Darth Vader (4)
• Parts Resupply (3)
= 30 Points

Squadrons:
• Mauler Mithel - TIE Fighter Squadron (15)
• Soontir Fel - TIE Interceptor Squadron (18)
• Tel Trevura - JumpMaster 5000 (17)
= 50 Points

Total Points: 400",Empire,,,,Admiral Motti,400,,,,,,,921
,,"Name: 
Faction: Rebel
Commander: Leia Organa (28)

Assault: 
Defense: 
Navigation: 

CR90 Corvette A (44)
• Leia Organa (28)
• Jaina's Light (5)
• Dual Turbolaser Turrets (4)
= 81 Points

Assault Frigate Mark II B (72)
• Flight Controllers (6)
• Dual Turbolaser Turrets (4)
= 82 Points

Nebulon-B Escort Frigate (57)
• Yavaris (5)
• Dual Turbolaser Turrets (4)
= 66 Points

GR-75 Medium Transports (18)
• Bright Hope (2)
• Toryn Farr (7)
• Bomber Command Center (8)
= 35 Points

Squadrons:
• Biggs Darklighter - X-wing Squadron (19)
• Fenn Rau - Mandalorian Gauntlet Fighter (24)
• 4 x Scurrg H-6 Bomber (64)
• 2 x X-wing Squadron (26)
= 133 Points

Total Points: 397",Rebel,,,,Leia Organa,397,,,,,,,922
,,"Name: 
Faction: Republic
Commander: Bail Organa (28)

Assault: 
Defense: 
Navigation: 

Venator II-class Star Destroyer (100)
• Bail Organa (28)
• Tranquility (7)
• Skilled First Officer (1)
• Ruthless Strategists (4)
• Thermal Shields (5)
• Ordnance Pods (3)
• Linked Turbolaser Towers (7)
= 155 Points

Pelta-class Medical Frigate (49)
• Expanded Hangar Bay (5)
• Bomber Command Center (8)
= 62 Points

Pelta-class Transport Frigate (45)
• Projection Experts (6)
• Parts Resupply (3)
= 54 Points

Squadrons:
• Anakin Skywalker - Delta-7 Aethersprite Squadron (24)
• Axe - V-19 Torrent Squadron (17)
• 5 x BTL-B Y-wing Squadron (50)
• Kickback - V-19 Torrent Squadron (16)
• Matchstick - BTL-B Y-wing Squadron (16)
• V-19 Torrent Squadron (12)
= 135 Points

Total Points: 400",Republic,,,,Bail Organa,400,,,,,,,923
